pygame 2.6.1 (SDL 2.28.4, Python 3.12.14)
Hello from the pygame community. https://www.pygame.org/contribute.html
time,id,energy,x,y,heading,fruit_dist,fruit_angle,move_dist,move_dir,turn,actual_move,actual_world_angle
29.8,3,21.03,52.66,1091.06,-1.2015,15.06,-1.9401,10.00,1.2015,0.1201,5.00,-3.1416
29.9,3,20.41,57.66,1091.06,-1.0813,20.06,-2.0603,20.00,-2.0603,-0.1200,5.00,0.0000
30.0,3,19.79,52.66,1091.06,-1.2013,15.06,-1.9403,10.00,1.2013,0.1201,5.00,-3.1416
30.1,3,19.17,57.66,1091.06,-1.0812,20.06,-2.0604,20.00,-2.0604,-0.1200,5.00,0.0000
30.2,3,18.55,52.66,1091.06,-1.2012,15.06,-1.9404,10.00,1.2012,0.1201,5.00,-3.1416
30.3,3,17.93,57.66,1091.06,-1.0811,20.06,-2.0605,20.00,-2.0605,-0.1200,5.00,0.0000
30.4,3,17.31,52.66,1091.06,-1.2011,15.06,-1.9405,10.00,1.2011,0.1201,5.00,-3.1416
30.5,3,16.69,57.66,1091.06,-1.0810,20.06,-2.0606,20.00,-2.0606,-0.1200,5.00,0.0000
30.6,3,16.07,52.66,1091.06,-1.2010,15.06,-1.9406,10.00,1.2010,0.1201,5.00,-3.1416
30.7,3,15.45,57.66,1091.06,-1.0809,20.06,-2.0607,20.00,-2.0607,-0.1200,5.00,0.0000
30.8,3,14.83,52.66,1091.06,-1.2009,15.06,-1.9407,10.00,1.2009,0.1201,5.00,-3.1416
30.9,3,14.22,57.66,1091.06,-1.0808,20.06,-2.0608,20.00,-2.0608,-0.1200,5.00,0.0000
31.0,3,13.60,52.66,1091.06,-1.2008,15.06,-1.9408,10.00,1.2008,0.1201,5.00,-3.1416
31.1,3,12.98,57.66,1091.06,-1.0807,20.06,-2.0609,20.00,-2.0609,-0.1200,5.00,0.0000
31.2,3,12.36,52.66,1091.06,-1.2007,15.06,-1.9409,10.00,1.2007,0.1201,5.00,-3.1416
31.3,3,11.74,57.66,1091.06,-1.0806,20.06,-2.0610,20.00,-2.0610,-0.1200,5.00,0.0000
31.4,3,11.12,52.66,1091.06,-1.2006,15.06,-1.9410,10.00,1.2006,0.1201,5.00,-3.1416
31.5,3,10.50,57.66,1091.06,-1.0806,20.06,-2.0610,20.00,-2.0610,-0.1200,5.00,0.0000
31.6,3,9.88,52.66,1091.06,-1.2006,15.06,-1.9410,10.00,1.2006,0.1201,5.00,-3.1416
31.7,3,9.36,57.66,1091.06,-1.0805,15.06,-1.9410,10.00,1.2006,0.1201,5.00,0.0000
31.8,3,8.74,62.63,1091.66,-0.9605,25.03,-2.1572,20.00,-2.1572,-0.1200,5.00,0.1201
31.9,3,8.12,57.63,1091.54,-1.0805,20.03,-2.0372,20.00,-2.0372,-0.1200,5.00,-3.1177
32.0,3,7.51,52.63,1091.42,-1.2005,15.03,-1.9172,10.00,1.2005,0.1200,5.00,-3.1177
32.1,3,6.89,57.63,1091.42,-1.0804,20.03,-2.0432,20.00,-2.0432,-0.1200,5.00,0.0000
32.2,3,6.27,52.63,1091.33,-1.2004,15.03,-1.9232,10.00,1.2004,0.1200,5.00,-3.1236
32.3,3,5.65,57.63,1091.33,-1.0804,20.03,-2.0477,20.00,-2.0477,-0.1200,5.00,0.0000
32.4,3,5.03,52.63,1091.27,-1.2004,15.03,-1.9277,10.00,1.2004,0.1200,5.00,-3.1281
32.5,3,4.41,57.63,1091.27,-1.0803,20.03,-2.0511,20.00,-2.0511,-0.1200,5.00,0.0000
32.6,3,3.79,52.63,1091.21,-1.2003,15.03,-1.9311,10.00,1.2003,0.1200,5.00,-3.1315
32.7,3,3.17,57.63,1091.21,-1.0803,20.03,-2.0537,20.00,-2.0537,-0.1200,5.00,0.0000
32.8,3,2.55,52.63,1091.18,-1.2003,15.03,-1.9337,10.00,1.2003,0.1200,5.00,-3.1340
32.9,3,1.93,57.63,1091.18,-1.0803,20.03,-2.0556,20.00,-2.0556,-0.1200,5.00,0.0000
33.0,3,1.31,52.63,1091.15,-1.2003,15.03,-1.9356,10.00,1.2003,0.1200,5.00,-3.1359
33.1,3,0.70,57.63,1091.15,-1.0802,20.03,-2.0571,20.00,-2.0571,-0.1200,5.00,0.0000
33.2,3,0.08,52.63,1091.13,-1.2002,15.03,-1.9371,10.00,1.2002,0.1200,5.00,-3.1373
DEAD target=3 t=33.3
